senator,ticker,transaction_date,type,party,state,industry,sector,IQ_STATE,Committee Code,Rank Within Party,Party Code,Committee Seniority,Committee Period of Service,Committee_Name,Amount,count,SPY_Price,SPY_Price_30,Stock price,Stock price_30,Excess Return,Sus Trade_return,Sus trade_State,Time,Time2,Committee_Rank
"Whitehouse, Sheldon",TSLA,12/28/2018,Purchase,Democrat,RI,Auto Manufacturing,Capital Goods,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,247.75,265.78,22.258,19.802666,-0.183087402,0,0,6,0,11
"Whitehouse, Sheldon",AMZN,12/28/2018,Purchase,Democrat,RI,Catalog/Specialty Distribution,Consumer Services,WA,332,4,100,11,2,Environment and Public Works,8000.5,0,247.75,265.78,73.901,83.5285,0.057500664,1,0,7,0,11
"Whitehouse, Sheldon",NVDA,12/28/2018,Purchase,Democrat,RI,Semiconductors,Technology,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,247.75,265.78,33.4125,40.0375,0.125504112,1,0,8,0,11
"Whitehouse, Sheldon",T,1/24/2019,Purchase,Democrat,RI,Telecommunications Equipment,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,263.55,279.14,30.6,31.15,-0.041180005,0,0,9,0,11
"Whitehouse, Sheldon",HAS,2/12/2019,Sale (Partial),Democrat,RI,Recreational Products/Toys,Consumer Non-Durables,RI,332,4,100,11,2,Environment and Public Works,32500.5,0,274.1,281.16,89.57,86.51,0.060481891,1,1,10,0,11
"Whitehouse, Sheldon",NSRGY,2/27/2019,Sale (Partial),Democrat,RI,,,0,332,4,100,11,2,Environment and Public Works,32500.5,0,279.2,282.48,0,0,,0,0,11,0,11
"Whitehouse, Sheldon",NFLX,2/27/2019,Sale (Partial),Democrat,RI,Consumer Electronics/Video Chains,Consumer Services,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,279.2,282.48,362.87,356.56,0.029308323,1,0,12,0,11
"Whitehouse, Sheldon",PEP,2/27/2019,Purchase,Democrat,RI,Beverages (Production/Distribution),Consumer Non-Durables,NY,332,4,100,11,2,Environment and Public Works,8000.5,0,279.2,282.48,115.37,122.55,0.050486699,1,0,13,0,11
"Whitehouse, Sheldon",FB,2/27/2019,Sale (Full),Democrat,RI,"Computer Software: Programming, Data Processing",Technology,0,332,4,100,11,2,Environment and Public Works,32500.5,0,279.2,282.48,100.5,108,-0.057833003,0,0,14,0,11
"Whitehouse, Sheldon",T,2/27/2019,Purchase,Democrat,RI,Telecommunications Equipment,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,279.2,282.48,31.06,31.36,-0.002089126,0,0,15,0,11
"Whitehouse, Sheldon",PG,2/27/2019,Purchase,Democrat,RI,Package Goods/Cosmetics,Basic Industries,OH,332,4,100,11,2,Environment and Public Works,8000.5,0,279.2,282.48,98.91,104.05,0.040218583,1,0,16,0,11
"Whitehouse, Sheldon",BA,3/15/2019,Sale (Full),Democrat,RI,Aerospace,Capital Goods,VA,332,4,100,11,2,Environment and Public Works,8000.5,0,281.31,290.16,378.99,379.64,0.028788265,1,0,17,0,11
"Whitehouse, Sheldon",BIIB,3/22/2019,Sale (Full),Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,MA,332,4,100,11,2,Environment and Public Works,8000.5,0,279.25,290.02,216.71,226.39,-0.005622702,0,0,18,0,11
"Whitehouse, Sheldon",SQ,4/18/2019,Purchase,Democrat,RI,Computer Software: Prepackaged Software,Technology,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,70.74,65.31,-0.062347167,0,0,19,0,11
"Whitehouse, Sheldon",VZ,4/18/2019,Purchase,Democrat,RI,Telecommunications Equipment,Public Utilities,NY,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,58.04,58.09,0.015274274,1,0,20,0,11
"Whitehouse, Sheldon",SIEGY,4/18/2019,Purchase,Democrat,RI,,,0,332,4,100,11,2,Environment and Public Works,32500.5,0,290.02,285.84,0,0,,0,0,21,0,11
"Whitehouse, Sheldon",TEL,4/18/2019,Sale (Full),Democrat,RI,Electronic Components,Technology,0,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,89.43,89.54,-0.015852067,0,0,22,0,11
"Whitehouse, Sheldon",T,4/18/2019,Purchase,Democrat,RI,Telecommunications Equipment,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,32.03,31.8,0.007232031,1,0,23,0,11
"Whitehouse, Sheldon",MCD,4/18/2019,Purchase,Democrat,RI,Restaurants,Consumer Services,IL,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,194.91,199.22,0.036525569,1,0,24,0,11
"Whitehouse, Sheldon",PGR,4/18/2019,Purchase,Democrat,RI,Property-Casualty Insurers,Finance,OH,332,4,100,11,2,Environment and Public Works,8000.5,0,290.02,285.84,75,77.72,0.050679466,1,0,25,0,11
"Whitehouse, Sheldon",INTC,4/18/2019,Purchase,Democrat,RI,Semiconductors,Technology,CA,332,4,100,11,2,Environment and Public Works,32500.5,0,290.02,285.84,58.49,44.89,-0.21810558,0,0,26,0,11
"Whitehouse, Sheldon",CGNX,4/18/2019,Purchase,Democrat,RI,Industrial Machinery/Components,Capital Goods,MA,332,4,100,11,2,Environment and Public Works,32500.5,0,290.02,285.84,56.5,44.01,-0.206649148,0,0,27,0,11
"Whitehouse, Sheldon",PGR,4/18/2019,Purchase,Democrat,RI,Property-Casualty Insurers,Finance,OH,336,11,100,1,2,Finance,8000.5,1,290.02,285.84,75,77.72,0.050679466,1,0,28,1,1
"Whitehouse, Sheldon",CVS,5/16/2019,Purchase,Democrat,RI,Medical/Nursing Services,Health Care,RI,332,4,100,11,2,Environment and Public Works,8000.5,0,287.7,289.26,52.3,54.17,0.030332943,1,1,1,0,11
"Whitehouse, Sheldon",NVDA,5/17/2019,Purchase,Democrat,RI,Semiconductors,Technology,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,285.84,289.26,39.1325,36.16,-0.087924615,0,0,2,0,11
"Whitehouse, Sheldon",NSRGY,6/5/2019,Sale (Full),Democrat,RI,,,0,332,4,100,11,2,Environment and Public Works,32500.5,0,282.96,298.46,0,0,,0,0,3,0,11
"Whitehouse, Sheldon",KO,6/5/2019,Purchase,Democrat,RI,Beverages (Production/Distribution),Consumer Non-Durables,GA,332,4,100,11,2,Environment and Public Works,8000.5,0,282.96,298.46,50.78,52.11,-0.028586647,0,0,4,0,11
"Whitehouse, Sheldon",IBM,7/5/2019,Sale (Full),Democrat,RI,Computer Manufacturing,Technology,NY,332,4,100,11,2,Environment and Public Works,8000.5,0,298.46,292.62,141.38,147.25,-0.059821801,0,0,5,0,11
"Whitehouse, Sheldon",CVS,8/27/2019,Purchase,Democrat,RI,Medical/Nursing Services,Health Care,RI,332,4,100,11,2,Environment and Public Works,8000.5,0,286.87,297,59.19,61.59,0.005235227,1,1,6,0,11
"Whitehouse, Sheldon",TSLA,8/27/2019,Sale (Full),Democrat,RI,Auto Manufacturing,Capital Goods,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,286.87,297,14.272,16.170666,-0.083306468,0,0,7,0,11
"Whitehouse, Sheldon",T,8/27/2019,Purchase,Democrat,RI,Telecommunications Equipment,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,8000.5,0,286.87,297,34.72,37.38,0.041300741,1,0,8,0,11
"Whitehouse, Sheldon",IBM,12/19/2019,Sale (Full),Democrat,RI,Computer Manufacturing,Technology,NY,332,4,100,11,2,Environment and Public Works,8000.5,0,320.9,331.95,134.56,138.31,0.006175139,1,0,9,0,11
"Whitehouse, Sheldon",DLR,2/13/2020,Purchase,Democrat,RI,Real Estate Investment Trusts,Consumer Services,TX,332,4,100,11,2,Environment and Public Works,32500.5,0,337.06,269.32,126.53,143.34,0.333826989,1,0,10,0,11
"Whitehouse, Sheldon",WM,2/13/2020,Sale (Full),Democrat,RI,Environmental Services,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,32500.5,0,337.06,269.32,124.23,105.32,-0.071974309,0,0,11,0,11
"Whitehouse, Sheldon",SIEGY,3/11/2020,Sale (Full),Democrat,RI,,,0,332,4,100,11,2,Environment and Public Works,32500.5,0,274.36,278.2,0,0,,0,0,12,0,11
"Whitehouse, Sheldon",ILMN,3/11/2020,Sale (Full),Democrat,RI,Biotechnology: Laboratory Analytical Instruments,Capital Goods,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,274.36,278.2,246.01,287.62,-0.130867031,0,0,13,0,11
"Whitehouse, Sheldon",CGNX,3/11/2020,Sale (Full),Democrat,RI,Industrial Machinery/Components,Capital Goods,MA,332,4,100,11,2,Environment and Public Works,32500.5,0,274.36,278.2,39.4,46.19,-0.133198496,0,0,14,0,11
"Whitehouse, Sheldon",CB,9/9/2020,Sale (Full),Democrat,RI,Property-Casualty Insurers,Finance,0,332,4,100,11,2,Environment and Public Works,32500.5,0,339.79,346.85,122.22,120.45,0.035049514,1,0,15,0,11
"Whitehouse, Sheldon",CB,9/9/2020,Sale (Full),Democrat,RI,Property-Casualty Insurers,Finance,0,336,11,100,1,2,Finance,32500.5,1,339.79,346.85,122.22,120.45,0.035049514,1,0,16,1,1
"Whitehouse, Sheldon",TT,9/30/2020,Sale (Full),Democrat,RI,Auto Parts:O.E.M.,Capital Goods,0,332,4,100,11,2,Environment and Public Works,32500.5,0,334.89,326.54,121.25,132.75,-0.112200142,0,0,1,0,11
"Whitehouse, Sheldon",FTV,10/9/2020,Exchange,Democrat,RI,,,WA,332,4,100,11,2,Environment and Public Works,8000.5,0,346.85,350.16,69.82,68.37,0.030660954,1,0,2,0,11
"Whitehouse, Sheldon",BABA,8/30/2021,Sale (Full),Democrat,RI,Business Services,Miscellaneous,0,332,4,100,11,2,Environment and Public Works,8000.5,0,452.23,434.45,162.29,147.58,0.058749445,1,0,3,0,11
"Whitehouse, Sheldon",MCHP,8/30/2021,Sale (Full),Democrat,RI,Semiconductors,Technology,AZ,332,4,100,11,2,Environment and Public Works,32500.5,0,452.23,434.45,79.505,76.535,-0.002119533,0,0,4,0,11
"Whitehouse, Sheldon",T,8/30/2021,Sale (Full),Democrat,RI,Telecommunications Equipment,Public Utilities,TX,332,4,100,11,2,Environment and Public Works,32500.5,0,452.23,434.45,27.23,27.4,-0.047129687,0,0,5,0,11
"Whitehouse, Sheldon",C,11/29/2022,Sale (Full),Democrat,RI,Major Banks,Finance,NY,332,4,100,11,2,Environment and Public Works,8000.5,0,395.23,383.44,47.57,45.16,0.022617845,1,0,6,0,11
"Whitehouse, Sheldon",C,11/29/2022,Sale (Full),Democrat,RI,Major Banks,Finance,NY,336,11,100,1,2,Finance,8000.5,1,395.23,383.44,47.57,45.16,0.022617845,1,0,7,1,1
"Whitehouse, Sheldon",ESS,4/18/2023,Sale (Full),Democrat,RI,Real Estate Investment Trusts,Consumer Services,CA,332,4,100,11,2,Environment and Public Works,8000.5,0,414.21,419.23,212.1,209.63,0.023756999,1,0,1,0,11
"Wyden, Ron",T,4/6/2020,Purchase,Democrat,OR,Telecommunications Equipment,Public Utilities,TX,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,29.44,28.79,-0.095287292,0,0,2,0,14
"Wyden, Ron",V,4/6/2020,Purchase,Democrat,OR,Business Services,Miscellaneous,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,169.44,178.78,-0.01808573,0,0,3,0,14
"Wyden, Ron",CAT,4/6/2020,Purchase,Democrat,OR,Construction/Ag Equipment/Trucks,Capital Goods,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,120.43,107.67,-0.179162154,0,0,4,0,14
"Wyden, Ron",GOOG,4/6/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,CA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,59.346,67.365,0.061914351,1,0,5,0,14
"Wyden, Ron",KLAC,4/6/2020,Purchase,Democrat,OR,Electronic Components,Capital Goods,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,148.5,163.81,0.029889156,1,0,6,0,14
"Wyden, Ron",AMAT,4/6/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,46.15,50.5,0.021049367,1,0,7,0,14
"Wyden, Ron",XOM,4/6/2020,Purchase,Democrat,OR,Integrated oil Companies,Energy,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,40.47,43.99,0.013769521,1,0,8,0,14
"Wyden, Ron",DNKN,4/6/2020,Purchase,Democrat,OR,,,MA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,0,0,,0,0,9,0,14
"Wyden, Ron",GRUB,4/6/2020,Purchase,Democrat,OR,,,IL,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,0,0,,0,0,10,0,14
"Wyden, Ron",SBUX,4/6/2020,Purchase,Democrat,OR,Restaurants,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,67.79,72.96,0.003056448,1,0,11,0,14
"Wyden, Ron",IRBT,4/6/2020,Purchase,Democrat,OR,,,MA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,42.35,61.93,0.389129175,1,0,12,0,14
"Wyden, Ron",QSR,4/6/2020,Purchase,Democrat,OR,Restaurants,Consumer Services,ON,330,3,100,24,2,Energy and Natural Resources,8000.5,0,264.86,284.25,37.79,48.92,0.221313873,1,0,13,0,14
"Wyden, Ron",AVGO,4/6/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,252.44,264.18,-0.026702387,0,0,14,0,14
"Wyden, Ron",DIS,4/6/2020,Purchase,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,264.86,284.25,99.58,100.88,-0.060153657,0,0,15,0,14
"Wyden, Ron",CSCO,4/6/2020,Purchase,Democrat,OR,Computer Communications Equipment,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,264.86,284.25,41.43,41.15,-0.079966875,0,0,16,0,14
"Wyden, Ron",AMZN,4/6/2020,Purchase,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,264.86,284.25,99.8795,117.563,0.103839856,1,0,17,0,14
"Wyden, Ron",UPS,4/8/2020,Purchase,Democrat,OR,Trucking Freight/Courier Services,Transportation,GA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,274.03,292.44,98.79,94.83,-0.107267454,0,0,18,0,14
"Wyden, Ron",GOOG,4/8/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,CA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,274.03,292.44,60.514,69.4185,0.079965342,1,0,19,0,14
"Wyden, Ron",SBUX,4/17/2020,Purchase,Democrat,OR,Restaurants,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,77.1,74.16,-0.036876365,0,0,20,0,14
"Wyden, Ron",KLAC,4/17/2020,Purchase,Democrat,OR,Electronic Components,Capital Goods,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,161.21,167.43,0.039839145,1,0,21,0,14
"Wyden, Ron",DNKN,4/17/2020,Purchase,Democrat,OR,,,MA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,0,0,,0,0,22,0,14
"Wyden, Ron",GOOG,4/17/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,286.64,286.28,64.1625,68.6595,0.071343599,1,0,23,0,14
"Wyden, Ron",AMZN,4/17/2020,Purchase,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,286.64,286.28,118.75,120.489,0.015900141,1,0,24,0,14
"Wyden, Ron",AMAT,4/17/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,53.2,52.04,-0.02054858,0,0,25,0,14
"Wyden, Ron",DIS,4/17/2020,Purchase,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,286.64,286.28,106.63,109.05,0.023951232,1,0,26,0,14
"Wyden, Ron",VMC,4/17/2020,Purchase,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries,AL,330,3,100,24,2,Energy and Natural Resources,75000.5,0,286.64,286.28,112.03,96.07,-0.14120591,0,0,27,0,14
"Wyden, Ron",F,4/17/2020,Purchase,Democrat,OR,Auto Manufacturing,Capital Goods,MI,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,5.12,4.9,-0.041712819,0,0,28,0,14
"Wyden, Ron",T,4/17/2020,Purchase,Democrat,OR,Telecommunications Equipment,Public Utilities,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.64,286.28,31.23,28.31,-0.092243909,0,0,29,0,14
"Wyden, Ron",CRWD,4/21/2020,Purchase,Democrat,OR,Computer Software: Prepackaged Software,Technology,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,273.04,294.88,66.07,80.6,0.139929988,1,0,30,0,14
"Wyden, Ron",NVDA,4/21/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,273.04,294.88,67.3775,87.7525,0.222412373,1,0,31,0,14
"Wyden, Ron",PYPL,4/23/2020,Purchase,Democrat,OR,Business Services,Miscellaneous,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,279.08,295.44,115.24,150.86,0.250472881,1,0,32,0,14
"Wyden, Ron",CRWD,4/24/2020,Sale (Full),Democrat,OR,Computer Software: Prepackaged Software,Technology,TX,330,3,100,24,2,Energy and Natural Resources,75000.5,0,282.97,295.44,72,82.22,-0.082092425,0,0,33,0,14
"Wyden, Ron",JCI,4/24/2020,Sale (Full),Democrat,OR,Other Consumer Services,Consumer Services,0,330,3,100,24,2,Energy and Natural Resources,8000.5,0,282.97,295.44,27.91,29.53,-0.012651233,0,0,34,0,14
"Wyden, Ron",TEL,4/24/2020,Sale (Full),Democrat,OR,Electronic Components,Technology,0,330,3,100,24,2,Energy and Natural Resources,8000.5,0,282.97,295.44,70.15,76.23,-0.037550393,0,0,35,0,14
"Wyden, Ron",C,4/24/2020,Sale (Full),Democrat,OR,Major Banks,Finance,NY,330,3,100,24,2,Energy and Natural Resources,8000.5,0,282.97,295.44,43.1,44.1,0.019532495,1,0,36,0,14
"Wyden, Ron",C,4/24/2020,Sale (Full),Democrat,OR,Major Banks,Finance,NY,336,1,100,17,2,Finance,8000.5,1,282.97,295.44,43.1,44.1,0.019532495,1,0,37,1,1
"Wyden, Ron",AMZN,5/1/2020,Purchase,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,282.79,304.32,114.302,122.1185,-0.007749604,0,0,1,0,14
"Wyden, Ron",BYND,5/5/2020,Purchase,Democrat,OR,Packaged Foods,Consumer Non-Durables,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.19,311.36,100.16,136.44,0.274271882,1,0,2,0,14
"Wyden, Ron",DPZ,5/5/2020,Purchase,Democrat,OR,Food Distributors,Consumer Non-Durables,MI,330,3,100,24,2,Energy and Natural Resources,75000.5,0,286.19,311.36,371.46,382.78,-0.057474221,0,0,3,0,14
"Wyden, Ron",QSR,5/5/2020,Purchase,Democrat,OR,Restaurants,Consumer Services,ON,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.19,311.36,48.98,57.79,0.091920769,1,0,4,0,14
"Wyden, Ron",MCD,5/5/2020,Purchase,Democrat,OR,Restaurants,Consumer Services,IL,330,3,100,24,2,Energy and Natural Resources,32500.5,0,286.19,311.36,179.24,193.24,-0.009841,0,0,5,0,14
"Wyden, Ron",MTCH,5/7/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,TX,330,3,100,24,2,Energy and Natural Resources,75000.5,0,287.68,319.34,0,0,,0,0,6,0,14
"Wyden, Ron",GE,5/7/2020,Sale (Full),Democrat,OR,Consumer Electronics/Appliances,Energy,MA,330,3,100,24,2,Energy and Natural Resources,8000.5,0,287.68,319.34,48.88,63.04,-0.125477309,0,0,7,0,14
"Wyden, Ron",BLL,5/7/2020,Purchase,Democrat,OR,Containers/Packaging,Consumer Durables,CO,330,3,100,24,2,Energy and Natural Resources,75000.5,0,287.68,319.34,0,0,,0,0,8,0,14
"Wyden, Ron",BRY,5/7/2020,Purchase,Democrat,OR,Oil & Gas Production,Energy,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,287.68,319.34,3.65,5.64,0.435152643,1,0,9,0,14
"Wyden, Ron",STZ,5/7/2020,Purchase,Democrat,OR,Beverages (Production/Distribution),Consumer Non-Durables,NY,330,3,100,24,2,Energy and Natural Resources,32500.5,0,287.68,319.34,164.77,181.42,-0.009002888,0,0,10,0,14
"Wyden, Ron",UBER,5/8/2020,Purchase,Democrat,OR,,,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,292.44,319.34,32.79,37.21,0.042812514,1,0,11,0,14
"Wyden, Ron",UBER,5/11/2020,Sale (Full),Democrat,OR,,,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,292.5,319,31.64,34.83,-0.008515611,0,0,12,0,14
"Wyden, Ron",FB,5/20/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,0,330,3,100,24,2,Energy and Natural Resources,75000.5,0,296.93,308.64,63,67,0.024055159,1,0,13,0,14
"Wyden, Ron",PYPL,5/20/2020,Purchase,Democrat,OR,Business Services,Miscellaneous,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,296.93,308.64,150.94,164.36,0.049472596,1,0,14,0,14
"Wyden, Ron",GOOG,5/21/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,294.88,308.64,70.14,71.586,-0.026047138,0,0,15,0,14
"Wyden, Ron",VAC,5/26/2020,Purchase,Democrat,OR,Real Estate,Finance,FL,330,3,100,24,2,Energy and Natural Resources,32500.5,0,299.08,307.35,92.39,80.43,-0.157102704,0,0,16,0,14
"Wyden, Ron",NVDA,5/26/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,175000.5,0,299.08,307.35,87.1775,94.9,0.060932172,1,0,17,0,14
"Wyden, Ron",VAC,5/26/2020,Purchase,Democrat,OR,Real Estate,Finance,FL,336,1,100,17,2,Finance,32500.5,1,299.08,307.35,92.39,80.43,-0.157102704,0,0,18,1,1
"Wyden, Ron",MAR,5/27/2020,Purchase,Democrat,OR,Hotels/Resorts,Consumer Services,MD,330,3,100,24,2,Energy and Natural Resources,75000.5,0,303.53,300.05,97.96,80.94,-0.162279291,0,0,1,0,14
"Wyden, Ron",TRIP,5/27/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,MA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,303.53,300.05,23.35,18.03,-0.216372165,0,0,2,0,14
"Wyden, Ron",VAC,5/27/2020,Purchase,Democrat,OR,Real Estate,Finance,FL,330,3,100,24,2,Energy and Natural Resources,32500.5,0,303.53,300.05,98.65,77.5,-0.202929229,0,0,3,0,14
"Wyden, Ron",VAC,5/27/2020,Purchase,Democrat,OR,Real Estate,Finance,FL,336,1,100,17,2,Finance,32500.5,1,303.53,300.05,98.65,77.5,-0.202929229,0,0,4,1,1
"Wyden, Ron",AMZN,6/2/2020,Purchase,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,308.08,312.23,123.6205,144.515,0.155550792,1,0,1,0,14
"Wyden, Ron",BERY,6/2/2020,Purchase,Democrat,OR,Plastic Products,Consumer Non-Durables,IN,330,3,100,24,2,Energy and Natural Resources,75000.5,0,308.08,312.23,44.89,45.03,-0.010351792,0,0,2,0,14
"Wyden, Ron",NFLX,6/3/2020,Purchase,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services,CA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,312.18,312.23,421.97,476.89,0.129991269,1,0,3,0,14
"Wyden, Ron",PYPL,6/4/2020,Purchase,Democrat,OR,Business Services,Miscellaneous,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,311.36,312.23,154.6,177.21,0.14345419,1,0,4,0,14
"Wyden, Ron",FB,6/4/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,0,330,3,100,24,2,Energy and Natural Resources,32500.5,0,311.36,312.23,71.5,70.5,-0.016780207,0,0,5,0,14
"Wyden, Ron",KLAC,6/4/2020,Purchase,Democrat,OR,Electronic Components,Capital Goods,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,311.36,312.23,186.29,196.51,0.052066508,1,0,6,0,14
"Wyden, Ron",VMC,6/4/2020,Purchase,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries,AL,330,3,100,24,2,Energy and Natural Resources,75000.5,0,311.36,312.23,120.64,120.82,-0.001302151,0,0,7,0,14
"Wyden, Ron",MAR,6/4/2020,Purchase,Democrat,OR,Hotels/Resorts,Consumer Services,MD,330,3,100,24,2,Energy and Natural Resources,32500.5,0,311.36,312.23,104.82,87.8,-0.165167786,0,0,8,0,14
"Wyden, Ron",STZ,6/4/2020,Purchase,Democrat,OR,Beverages (Production/Distribution),Consumer Non-Durables,NY,330,3,100,24,2,Energy and Natural Resources,75000.5,0,311.36,312.23,175.73,185.8,0.054509625,1,0,9,0,14
"Wyden, Ron",AVGO,6/4/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,311.36,312.23,308.89,315.47,0.018507888,1,0,10,0,14
"Wyden, Ron",MAR,6/5/2020,Purchase,Democrat,OR,Hotels/Resorts,Consumer Services,MD,330,3,100,24,2,Energy and Natural Resources,75000.5,0,319.34,312.23,107.96,87.8,-0.164471157,0,0,11,0,14
"Wyden, Ron",TRIP,6/5/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,MA,330,3,100,24,2,Energy and Natural Resources,75000.5,0,319.34,312.23,25.49,19.1,-0.228421873,0,0,12,0,14
"Wyden, Ron",AMAT,6/5/2020,Purchase,Democrat,OR,Semiconductors,Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,319.34,312.23,60.19,61,0.035722056,1,0,13,0,14
"Wyden, Ron",CAT,6/5/2020,Purchase,Democrat,OR,Construction/Ag Equipment/Trucks,Capital Goods,TX,330,3,100,24,2,Energy and Natural Resources,32500.5,0,319.34,312.23,135.12,127.72,-0.032501463,0,0,14,0,14
"Wyden, Ron",AMZN,6/5/2020,Purchase,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,WA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,319.34,312.23,124.15,144.515,0.186300112,1,0,15,0,14
"Wyden, Ron",GOOG,6/5/2020,Purchase,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,CA,330,3,100,24,2,Energy and Natural Resources,32500.5,0,319.34,312.23,71.9195,73.235,0.040555955,1,0,16,0,14
